NAME;FRECUENCY;MEAN_AGE;GEN
DAVID NICOLAE;39;7,1;M
DECOROSO;39;67,8;M
DIEGO GUSTAVO;39;33,6;M
DIEGO LORENZO;39;37,1;M
DIEGO SAMUEL;39;19,3;M
DIEGO VALENTIN;39;24,8;M
DIMCHO;39;45,3;M
DOMINGO JULIAN;39;51,4;M
DRAGOS FLORIN;39;24,4;M
DUMITRU VASILE;39;36,1;M
EDGAR ALFONSO;39;40,8;M
EDGAR RAUL;39;39,1;M
EDUARDO ANDREI;39;5,2;M
EDUARDO GREGORIO;39;41,7;M
EDUARDO MAURICIO;39;39,7;M
EDUARDO RICARDO;39;46,7;M
EDUARDO SERGIO;39;45,5;M
EDUARDO VICTOR;39;47,1;M
EDWARD CHARLES;39;60,2;M
EDWIN OMAR;39;33,5;M
ELOY FERNANDO;39;46,4;M
EMILIO GUILLERMO;39;49,8;M
EMILIO NICOLAS;39;33,9;M
ENRIQUE MARIO;39;46,5;M
ENRIQUE VICTOR;39;51;M
ERIKAS;39;19,9;M
ERNESTO ANDRES;39;40,6;M
EVGUENI;39;39,1;M
EXEQUIEL;39;29,3;M
FABIAN ESTEBAN;39;33,6;M
FABIAN MANUEL;39;29,5;M
FADY;39;21,4;M
FEDERICO EDUARDO;39;43;M
FERNANDO BENITO;39;48,7;M
FILIPE MIGUEL;39;32,8;M
FIRMO;39;65,9;M
FLORIN OVIDIU;39;33,2;M
FRANKLYN;39;35,6;M
FREDDY PATRICIO;39;36,7;M
GABRIEL COSMIN;39;26,8;M
GALO FERNANDO;39;39,7;M
GARAI;39;12,2;M
GAYE;39;35,7;M
GERGELY;39;30,6;M
GHEORGHE CLAUDIU;39;32,1;M
GIDEON;39;23,4;M
GONZALO MATIAS;39;29,5;M
GREGORIO PEDRO;39;53,4;M
GUILLERMO AGUSTIN;39;34,9;M
GUILLERMO ALEXANDER;39;20,8;M
GUOQIANG;39;44,3;M
GUSTAVO IVAN;39;36,4;M
GUSTAVO JUAN;39;41,6;M
GUSTAVO NICOLAS;39;31,1;M
HANNIBAL;39;12,9;M
HARPAL;39;35,4;M
HECTOR JOAQUIN;39;35,2;M
HECTOR SAMUEL;39;27,6;M
HENDRIK JAN;39;59,9;M
HERMINIO MANUEL;39;51;M
HERNAN GUSTAVO;39;36,3;M
HILAL;39;25,8;M
HIPOLITO JOSE;39;50;M
IBRAIMA;39;29,3;M
IGNACIO FEDERICO;39;36,8;M
ILIASSE;39;17,4;M
IONEL SORIN;39;34,6;M
ISSMAIL;39;24,3;M
IULIAN ADRIAN;39;27,5;M
IVAN AGUSTIN;39;26,3;M
IVAN IGNACIO;39;34,3;M
IZAN JOSE;39;6,3;M
JAIME SEBASTIAN;39;32,9;M
JAVIER MATEO;39;33,8;M
JAVIER RUBEN;39;30,3;M
JEAN POOL;39;17;M
JESUS BARTOLOME;39;43,6;M
JESUS CONSTANTINO;39;52,5;M
JHON HAROLD;39;31,6;M
JHON WILLIAM;39;30,2;M
JINHAO;39;7,2;M
JOAN RAFAEL;39;33,5;M
JOAO AUGUSTO;39;48,4;M
JOAO GABRIEL;39;20,2;M
JOAQUIN DAMIAN;39;40,6;M
JOEL JAVIER;39;15,6;M
JOHN GRAHAM;39;65,6;M
JOHN HOWARD;39;65,7;M
JOHNNY FERNANDO;39;28,7;M
JON XABIER;39;28,3;M
JONATHAN ARIEL;39;17,9;M
JORDI JOSE;39;15,3;M
JORGE GERMAN;39;39,3;M
JOSE GRACIANO;39;47,4;M
JOSE LIBARDO;39;47;M
JOSE OLIVERIO;39;43,5;M
JOSE PRIMITIVO;39;58,2;M
JOSE SENEN;39;57,1;M
JOSEBA ERRAMUN;39;46,6;M
JUAN CARMEN;39;56,8;M
JUAN JOSE ANTONIO;39;63;M
JUANMA;39;4,8;M
JULIO BERNARDO;39;49,3;M
JUNBO;39;15;M
KEVIN XAVIER;39;14,8;M
KRISH;39;7,3;M
LAXMAN;39;36,3;M
LIDER;39;38,6;M
LIMBERG;39;35,3;M
LLUIS JOSEP;39;46,4;M
LUCIANO MIGUEL;39;47,7;M
LUIS EVARISTO;39;51,1;M
LUIS LEOPOLDO;39;48;M
LUIS OLMEDO;39;43,5;M
MALAININE;39;37,1;M
MAMADOU SAMBA;39;35,4;M
MANUEL ALBINO;39;60,4;M
MANUEL AMADO;39;56;M
MANUEL BARTOLOME;39;51,2;M
MARIO DOMINGO;39;45,6;M
MARIO IONUT;39;6;M
MARIO MARCELO;39;40,1;M
MARIUS DAN;39;33,4;M
MARK ALEXANDER;39;25,2;M
MARTIN ESTEBAN;39;34,2;M
MARTIN JORGE;39;37,1;M
MAXIMO ALEJANDRO;39;30,2;M
MAYO;39;31,7;M
MENG;39;30,9;M
MERZAK;39;44,5;M
MICHAEL ARTHUR;39;63;M
MICHAEL JOSE;39;20;M
MIGUEL FEDERICO;39;41,9;M
MIGUEL OMAR;39;33,3;M
MIHAI OVIDIU;39;31,3;M
MIHAI SEBASTIAN;39;23,5;M
MOHSSEN;39;29,8;M
MOUCTAR;39;28,7;M
MOUHAMET;39;12;M
NAHIM;39;9,7;M
NELSON RAFAEL;39;40,7;M
NICOLAS FELIPE;39;32,5;M
NOAMAN;39;16,6;M
NOEL ANTONIO;39;32,7;M
NUNO JOSE;39;35,6;M
NUNO RICARDO;39;34,5;M
OSAGIE;39;34,1;M
OSCAR ARIEL;39;31,7;M
OSCAR LORENZO;39;37,3;M
OSCAR SAMUEL;39;27,8;M
PABLO LUCAS;39;27,9;M
PABLO VICTOR;39;37,3;M
PASCUAL DAVID;39;34,7;M
PAU FRANCESC;39;24,8;M
PEDRO FEDERICO;39;44,2;M
PEDRO GASPAR;39;50,1;M
PEDRO LAZARO;39;50,8;M
PRESLAV;39;15,3;M
RAFAEL ADRIAN;39;26,3;M
RAFAEL BLAS;39;45,5;M
RAFAEL DARIO;39;36,7;M
RAFAEL GERARDO;39;49,9;M
RAIMUNDO ANTONIO;39;57,4;M
RAMON ALEXIS;39;39,9;M
RANA;39;37,6;M
RANGEL;39;38,3;M
RAUL MARIAN;39;9,8;M
RAUL ORLANDO;39;44,4;M
RAUL STEFAN;39;8,5;M
RAZVAN CRISTIAN;39;18,6;M
RICARDO VICTOR;39;44,7;M
RICHARD GEORGE;39;61,9;M
ROBERT JAN;39;51,4;M
ROBERT SEBASTIAN;39;15,6;M
ROBERTO HUGO;39;48,7;M
ROBERTO RICARDO;39;43,5;M
ROGER CHARLES;39;65,1;M
ROMAN LUIS;39;50,7;M
ROSAURO;39;54,2;M
ROUMEN;39;47,5;M
RUBEN JOAQUIN;39;32,9;M
SAMUEL DANIEL;39;18,6;M
SAMUEL MANUEL;39;27,7;M
SANTIAGO MATIAS;39;34,9;M
SEBASTIAN ALONSO;39;20,2;M
SEBASTIAN DARIO;39;31,2;M
SEGUNDO RODRIGO;39;44,4;M
SERGIU IONUT;39;22,9;M
TALAT;39;41,7;M
TAMSIR;39;33,2;M
TIEMOKO;39;30,6;M
TRAORE;39;40;M
VENANCIO JOSE;39;50,2;M
VICTOR ISMAEL;39;32,2;M
VICTOR PASCUAL;39;38;M
VIOREL IOAN;39;42;M
VIRGILIO ANTONIO;39;47,4;M
WALTER GUILLERMO;39;42,7;M
WILMER ANDRES;39;26,7;M
XALO;39;10,8;M
XIAOYU;39;27,6;M
YONGJIAN;39;39,3;M
YOSIF;39;34;M
YOUSSIF;39;30;M
ZAKIR;39;35,3;M
ZILVINAS;39;35,4;M
AARON ANTONIO;38;15,4;M
ABDALA;38;37,3;M
ABDERRAFIA;38;33,9;M
ABIEL;38;11,1;M
ADRIAN RICARDO;38;25,1;M
AHMED AMIN;38;10,8;M
AITOR IGNACIO;38;38,2;M
ALAEDDINE;38;13,3;M
ALEJANDRO GONZALO;38;36,8;M
ALEX NICOLAS;38;6,7;M
ALEXANDRU OVIDIU;38;23,4;M
ALEXANDRU RAUL;38;12,1;M
ALFONSO EUGENIO;38;46,4;M
ALFONSO JULIO;38;49,4;M
ALFREDO PEDRO;38;55,5;M
ALI REZA;38;45,6;M
ALISTAIR;38;42,3;M
ALMIRO;38;61,6;M
ALVARO JAIME;38;33,5;M
AMANTE;38;58,3;M
AMJID;38;39,4;M
ANDERSON DAVID;38;13,6;M
ANDRES ADOLFO;38;43,5;M
ANGEL LEANDRO;38;38,7;M
ANGEL LUCIO;38;56,6;M
ANGEL PAULINO;38;50,2;M
ANTONIO AVELINO;38;55,7;M
ANTONIO MARCO;38;33,5;M
ANTONIO NARCISO;38;53,1;M
ANTONIO RUFINO;38;52,6;M
ARTURO ALBERTO;38;42,7;M
AUSPICIO;38;74,3;M
BADR EDDIN;38;10,9;M
BARAA;38;3,3;M
BERNARDO ANGEL;38;53,1;M
BERNARDO MARIA;38;50,7;M
BHAGWAN;38;53,8;M
BLAS FERNANDO;38;52,5;M
BLAS VICENTE;38;54,1;M
BOGDAN GEORGE;38;24,9;M
BOUJAMA;38;44,8;M
BRUNO ALBERTO;38;28,2;M
BRUNO DAVID;38;25,7;M
CARLOS GINES;38;39,7;M
CARLOS LEOPOLDO;38;44,6;M
CARLOS SAUL;38;25,7;M
CARMELO MARIA;38;58,1;M
CARMELO VICENTE;38;53,6;M
CATALIN IONEL;38;31,1;M
CATALIN STEFAN;38;26,7;M
CHANG;38;24,7;M
CHIHAB;38;16,1;M
CHRISTIAN RICARDO;38;29;M
CIPRIAN MARIAN;38;29,6;M
CLAUDIO DAVID;38;37,7;M
CLAUDIU VALENTIN;38;27,6;M
CLEMENTE JAVIER;38;46,4;M
COLAS;38;15,1;M
COLIN MICHAEL;38;62,6;M
CRISPINIANO;38;71,1;M
CRISTHIAN ALBERTO;38;25,8;M
CRISTIAN SAMUEL;38;19,8;M
CRISTO DANIEL;38;25,3;M
DALIBOR;38;36,3;M
DANIEL CARMELO;38;36,3;M
DARIO RUBEN;38;33,8;M
DARSHAN;38;39,9;M
DARWIN ANTONIO;38;35,1;M
DAVID FABIAN;38;19,8;M
DAVID PATRICIO;38;28,8;M
DAVID SALOMON;38;33;M
DAVIS;38;31,8;M
DEREK WILLIAM;38;69,3;M
DIALLA;38;38,7;M
DIEGO DOMINGO;38;43,7;M
DIEGO EUGENIO;38;36,4;M
DIEGO MARCOS;38;33,3;M
DIEGO VINICIO;38;33,7;M
DIMITAR PETROV;38;41,1;M
DOMINGO ESTEBAN;38;56,8;M
DRAGOS MARIAN;38;24,3;M
EDGAR VICENTE;38;42,2;M
EDGARDO DANIEL;38;46;M
EDUARDO ADOLFO;38;47,5;M
EDUARDO MARIANO;38;40,4;M
EDWARD ANDRES;38;26;M
EDWIN RODRIGO;38;34,6;M
ELIMANE;38;38,3;M
ELIO ANTONIO;38;35,3;M
EMILIO ESTEBAN;38;45,1;M
EMILIO FELIPE;38;46;M
ENRIQUE ADRIAN;38;24,1;M
ERIC JOHN;38;64,4;M
ERIK JAVIER;38;14,2;M
ERNESTINO;38;70,4;M
ESTEBAN ENRIQUE;38;38,8;M
ESTEVAN;38;38,7;M
EUGENIO ANDRES;38;52,4;M
FELIPE NICOLAS;38;34,1;M
FELIX ALEXANDER;38;24,5;M
FELIX CARMELO;38;56,3;M
FELIX GUILLERMO;38;44,3;M
FELIX OSCAR;38;45,1;M
FERNANDO LEON;38;44,9;M
FLORIN ROBERT;38;23,4;M
FRANCISCO AVELINO;38;56,5;M
FRANCISCO EULOGIO;38;50,3;M
FRANCISCO MARCELINO;38;56,7;M
FRANCISCO PATRICIO;38;44,5;M
FRANKLIN JAVIER;38;31,4;M
GABRIEL ALFREDO;38;29,3;M
GABRIEL CLAUDIU;38;27,5;M
GABRIEL LEONARDO;38;29,5;M
GABRIEL PEDRO;38;39;M
GAISKA;38;37,2;M
GALO ENRIQUE;38;42,8;M
GEORGE ANTHONY;38;45,3;M
GEORGE RAZVAN;38;24,3;M
GERMAN JAVIER;38;39,7;M
GEZA;38;47,6;M
GHEORGHE CIPRIAN;38;32,4;M
GIOVANNI ANTONIO;38;33,1;M
GOIO;38;44,6;M
GREGORIO ALBERTO;38;45,8;M
GUILLERMO ADOLFO;38;38;M
GUO;38;35,9;M
GUSTAVO VICENTE;38;40,8;M
GUTIER;38;29;M
HAIBO;38;34,5;M
HALIL;38;39;M
HANNES;38;30,6;M
HECTOR MARIA;38;38,7;M
HECTOR OSVALDO;38;56,6;M
HECTOR PABLO;38;36,8;M
HERNAN RODRIGO;38;35,4;M
HONGBIN;38;38,2;M
IAIN;38;41,9;M
ILDEFONSO JAVIER;38;41,6;M
IOAN DORIN;38;38,6;M
IOAN LIVIU;38;38,1;M
IOAN PETRU;38;38,9;M
ION LUCIAN;38;34,1;M
ION VALENTIN;38;34;M
ISMAEL FERNANDO;38;35,4;M
ISRAEL FRANCISCO;38;32,5;M
IVAN MOISES;38;30,2;M
IVAN SALVADOR;38;25,7;M
IVAN TOMAS;38;29,8;M
JAIME LORENZO;38;43;M
JAIME VICTOR;38;40,3;M
JAIRO FRANCISCO;38;25,6;M
JESUS BASILIO;38;49;M
JESUS FELICIANO;38;51,3;M
JESUS GASPAR;38;51,7;M
JESUS GRAN PODER;38;40;M
JESUS MARCELO;38;44,4;M
JESUS MELCHOR;38;50,8;M
JESUS RAIMUNDO;38;51,8;M
JHON PAUL;38;25,4;M
JHON STEVEN;38;16,1;M
JIANCHENG;38;38,4;M
JIMMY JAVIER;38;31,8;M
JOAQUIN GREGORIO;38;51,7;M
JOHANNES CORNELIS;38;61,9;M
JON JOSU;38;47,1;M
JORDAN DAVID;38;15,2;M
JORDY ALEXANDER;38;15,9;M
JORGE FILIPE;38;28,2;M
JOSE EDISON;38;43,1;M
JOSE ELIGIO;38;53,1;M
JOSE LUIS FRANCISCO;38;63,3;M
JOSE WILMER;38;39,7;M
JOSEBA AITOR;38;45,8;M
JUAN ARCADIO;38;42,6;M
JUAN ARIEL;38;31,2;M
JUAN CEFERINO;38;46,3;M
JUAN ELISEO;38;48,6;M
JUAN PIO;38;50,1;M
JUAN VIRGILIO;38;50,3;M
JULIAN TOMAS;38;50,7;M
JULIO LORENZO;38;51,7;M
JULIO MARCOS;38;44,5;M
JULIO VALENTIN;38;45,4;M
JURI;38;39,4;M
JURIJS;38;41;M
KEVIN CRISTO;38;18,1;M
KEVIN RICARDO;38;16,2;M
LAAROUSSI;38;40,7;M
LHOUSSINE;38;44,5;M
LIVIU ANDREI;38;22,4;M
LIVIU GABRIEL;38;28,8;M
LUCAS RAFAEL;38;20,6;M
LUCIANO ALBERTO;38;42,6;M
LUIS CANDIDO;38;49,9;M
LUIS NARCISO;38;47,6;M
LUIS STEVEN;38;15,5;M
MAMOUTOU;38;31,6;M
MANFREDO;38;44,8;M
MANINDER;38;26,1;M
MANUEL ALEJO;38;42,6;M
MANUEL CEFERINO;38;55,7;M
MANUEL EULOGIO;38;58,8;M
MANUEL HIPOLITO;38;56,2;M
MANUEL VICTORIANO;38;55,2;M
MARCELI;38;56,6;M
MARCELO JORGE;38;48,6;M
MARCOS MARIA;38;33,7;M
MARIE;38;39,4;M
MARIO ADOLFO;38;49,4;M
MATE;38;23,7;M
MATTIAS;38;16,8;M
MAURO ALEJANDRO;38;25,7;M
MAXIMO ALBERTO;38;38,7;M
MAXIMO JUAN;38;51,6;M
MELQUISEDEC;38;35,6;M
MICHAEL ANGELO;38;24,2;M
MIGUEL AURELIO;38;45,7;M
MIGUEL GERMAN;38;43,4;M
MIHAI RAZVAN;38;24,9;M
MIHAI ROBERT;38;20,5;M
MIKEL GARIKOITZ;38;37,9;M
MOHAMED AKRAM;38;7,7;M
MOHAMED YAHYA;38;28,1;M
MOISES DANIEL;38;25,4;M
MORRO;38;38;M
MUKESH;38;34,1;M
MUZAFFAR;38;43,5;M
NAIL;38;25,4;M
NELSO;38;50;M
NICHOLAS CHARLES;38;51,3;M
NICOLAE CIPRIAN;38;30,9;M
NICOLAE IULIAN;38;32,3;M
NICOLAS ALEXANDRU;38;4,9;M
NICOLAS MARIO;38;24,3;M
NICOLAS RAUL;38;20,2;M
NICOLAS RICARDO;38;30,2;M
OMAR JAVIER;38;28,9;M
OSVALDO JOSE;38;50,2;M
PABLO BENJAMIN;38;30;M
PABLO ISIDRO;38;40,9;M
PABLO MOISES;38;28,4;M
PARASCHIV;38;46,8;M
PASCUAL ENRIQUE;38;51,8;M
PAU JOAN;38;24,8;M
PAUL ANTONIO;38;24,1;M
RAFAEL ALONSO;38;36,9;M
RAFAEL HUMBERTO;38;44,3;M
RAFAEL MATIAS;38;39,4;M
RAHEEL;38;28;M
RAMON ALEXANDER;38;22,9;M
RAUL VICTOR;38;35,1;M
REINALDO JESUS;38;45,6;M
RENAT;38;26,2;M
RICHARD THOMAS;38;51,7;M
RIDHA;38;34,5;M
ROBERTO MARCOS;38;37,3;M
RONALD EDUARDO;38;26,6;M
RONALD GEORGE;38;71,2;M
ROQUE FRANCISCO;38;48,6;M
RUBEL;38;33,9;M
RUBEN ELIAS;38;26,7;M
RUBEN JULIO;38;40,2;M
RUBEN RAUL;38;40,9;M
RUBEN SALVADOR;38;33,7;M
RUGGERO;38;46,4;M
RUPERT;38;45,3;M
SAIFEDDINE;38;11,6;M
SAIFUL;38;30,1;M
SEBASTIAN VALENTIN;38;19,2;M
SERAFIN ANGEL;38;53,3;M
SERVANDO JOSE;38;45,2;M
SEVDALIN;38;37;M
SEVERIN;38;33,5;M
SHUANGWEI;38;31,4;M
SORIN FLORIN;38;33,7;M
STOIL;38;41,7;M
TABARE;38;33,8;M
TAKASHI;38;47,4;M
TODOR GEORGIEV;38;40,1;M
TOMAS FELIX;38;56,8;M
TOMAS GREGORIO;38;58,2;M
TOMAS SEBASTIAN;38;39,4;M
TOMAS VALENTIN;38;33,5;M
URI;38;21,7;M
VALENTIN MARIAN;38;27,2;M
VALI;38;33,6;M
VASKO;38;43;M
VERIDIANO;38;64,6;M
VICENTE SEBASTIAN;38;48,4;M
VIKAS;38;30,2;M
VIOREL MARIAN;38;31,9;M
WALTER ARIEL;38;37,7;M
WALTER OSWALDO;38;39,9;M
WILLIAM DANIEL;38;24,2;M
XAVIER ANTONIO;38;32,7;M
XAVIER EDUARDO;38;30,8;M
XAVIER MARIA;38;43,9;M
YAIDEL;38;2,7;M
YAN CARLOS;38;22,9;M
ZHIBIN;38;32,4;M
ZHONGYI;38;37,5;M
ADAM JOHN;37;31,8;M
ADOLFO RAFAEL;37;50,4;M
ADOLFO VICENTE;37;51,3;M
ADRIAN ROBERT;37;28,9;M
AKIM;37;20,1;M
ALBERT GABRIEL;37;7,9;M
ALEX RAFAEL;37;21,4;M
ALEXANDRU GEORGIAN;37;18,2;M
ALEXANDRU SEBASTIAN;37;15;M
ALEXIS ALEJANDRO;37;26,4;M
ALFONSO ESTEBAN;37;42,8;M
ALGIRDAS;37;44,6;M
ALI HASSAN;37;12,7;M
ALIAKSEI;37;30;M
ALIN ANDREI;37;17,3;M
ALONSO MARIA;37;31,9;M
ALVARO AUGUSTO;37;45,1;M
ALVARO ROBERTO;37;34,5;M
ANDRES CRISTIAN;37;16,3;M
ANGEL ALONSO;37;35,1;M
ANGEL VICTORIANO;37;55,9;M
ANIELLO;37;45,7;M
ANSOUMANE;37;34,1;M
ANTHONY RICHARD;37;56,8;M
ANTONIO EULOGIO;37;51,5;M
ANTONIO GENARO;37;51,7;M
APRONIANO;37;70,2;M
AQIB;37;19,2;M
ARIEL JESUS;37;31,7;M
ATTA;37;39,1;M
AZEEM;37;29,9;M
BADRI;37;45,3;M
BAHA;37;38,6;M
BAPTISTA;37;43,9;M
BARBARO;37;53,4;M
BEKKAY;37;44,6;M
BLAS ENRIQUE;37;49,2;M
BORJA DAVID;37;24;M
BRAHIAN;37;14;M
BRANDON ALEXANDER;37;11;M
CARLOS BLAS;37;49,1;M
CARLOS EDMUNDO;37;40,8;M
CARLOS ELADIO;37;45,9;M
CARLOS MAXIMILIANO;37;37,2;M
CARLOS PAUL;37;30,3;M
CELESTINO ANTONIO;37;55,1;M
CHOKRI;37;32,7;M
CLARENCIO;37;69,5;M
CLEITON;37;28,7;M
CLEMENTE FRANCISCO;37;52,4;M
CRISTHIAN JESUS;37;18,6;M
DAH;37;33,1;M
DANIEL ANIBAL;37;41,1;M
DAVID SIMON;37;39,1;M
DAVID WALTER;37;56,4;M
DIDIMO;37;65,9;M
DIEGO ELIAS;37;25,4;M
DIEGO FABRICIO;37;22;M
DIEGO VICTOR;37;34,9;M
DIETRICH;37;68,4;M
DILAWAR;37;34,1;M
DIONISIO MIGUEL;37;51,8;M
DONELIO;37;63,5;M
DOVYDAS;37;17,4;M
DUMITRU CATALIN;37;32,8;M
EDGAR RAFAEL;37;36,9;M
EDGAR RAMIRO;37;42,7;M
EDGAR RENE;37;43,1;M
EDISON ALEJANDRO;37;21,8;M
EDUARDO CARMELO;37;45,9;M
EDUVIGIS;37;58,2;M
EIMANTAS;37;18,3;M
ELIAS ALBERTO;37;37,8;M
ELOY DAVID;37;33;M
ERIK ALEJANDRO;37;10,2;M
ESTEBAN VICENTE;37;45,6;M
EVARISTO JESUS;37;47,8;M
EZEQUIEL MATIAS;37;26,8;M
FALL;37;40,7;M
FATH ALLAH;37;25;M
FAYÇAL;37;28,8;M
FELIPE DOMINGO;37;52,8;M
FELIX CESAR;37;49,3;M
FERMIN CARLOS;37;56,7;M
FERNANDO ABEL;37;40,5;M
FERNANDO AURELIO;37;44,7;M
FIDEL LUIS;37;51,4;M
FILIPE JOSE;37;35,5;M
FLORIN GEORGE;37;27,5;M
FRANCESC JAVIER;37;43,6;M
FRANCISCO ADAY;37;24,4;M
FRANCISCO CELSO;37;58,2;M
FRANCISCO JABIER;37;50,4;M
FRANCISCO PAULINO;37;52;M
FRANCISCO RENE;37;39,3;M
FRANCISCO RODOLFO;37;52,9;M
FRANCISCO RUFINO;37;56,6;M
FRANCISCO VENTURA;37;49;M
FREDDY DAVID;37;28,1;M
FREDERICK WILLIAM;37;66,2;M
GABRIEL ARCANGEL;37;46,9;M
GABRIEL MARCELO;37;35,2;M
GABRIEL STEFAN;37;25,4;M
GENARO MANUEL;37;50,4;M
GEORGE LAURENTIU;37;23,6;M
GEOVANNI;37;25,7;M
GERMAN RAFAEL;37;39,4;M
GINTAUTAS;37;45,8;M
GONZALO ALFREDO;37;43,7;M
GONZALO RODRIGO;37;29,5;M
GUILLERMO ESTEBAN;37;36,1;M
GUILLERMO GUSTAVO;37;40,2;M
GUILLERMO IVAN;37;31,4;M
GUILLERMO OSCAR;37;46,3;M
GUOQING;37;40;M
GUOZHONG;37;48,2;M
GURPREET SINGH;37;29,1;M
GUSTAVO HENRIQUE;37;20,4;M
HAIMIN;37;43,2;M
HAMUDI;37;36,3;M
HAROLDO;37;46,5;M
HECTOR IGNACIO;37;36,2;M
HECTOR LEONARDO;37;36,1;M
HECTOR NICOLAS;37;30,6;M
HENRY WILLIAM;37;38,1;M
HERMANN JOSEF;37;67,2;M
HERNAN MARCELO;37;41,1;M
HORACIO ANTONIO;37;54;M
HUAN;37;24,8;M
HUGO ALFONSO;37;33,9;M
IBER;37;24,3;M
IGNACIO ROBERTO;37;44,1;M
IGNACIO VALENTIN;37;41,8;M
ILIE DANIEL;37;30;M
IOAN DAVID;37;8,9;M
IOAN DUMITRU;37;36,5;M
ISAAC ANDRES;37;23;M
ISIDRO RAFAEL;37;50,4;M
ISMAEL CARLOS;37;40,6;M
IULIAN VASILE;37;30,4;M
IVAN ERNESTO;37;35,6;M
IVAN GUILLERMO;37;35,7;M
IVAN RICARDO;37;30,9;M
IÑAKY;37;25;M
JACOBUS;37;66,4;M
JAMES ARTHUR;37;64,3;M
JAMES FRANCIS;37;50,1;M
JASON PAUL;37;41,8;M
JAVIER CESAR;37;38,9;M
JAVIER DAMIAN;37;39,9;M
JEAN LUIS;37;20,5;M
JESUA;37;25,2;M
JESUS FABIAN;37;36,9;M
JESUS FAUSTINO;37;60,9;M
JESUS LAZARO;37;46,4;M
JESUS OLIVER;37;35;M
JIA;37;24;M
JIANDONG;37;42,7;M
JIMMY FERNANDO;37;31,3;M
JOAN STEVEN;37;14,1;M
JOAQUIN DIEGO;37;40,3;M
JOHAN ALEJANDRO;37;13;M
JOHAN ESTEBAN;37;15,3;M
JONATAN JAVIER;37;24,6;M
JONATHAN IVAN;37;23;M
JONATHAN RICARDO;37;21,2;M
JONI;37;25,6;M
JONNATAN;37;26,2;M
JORGE BOLIVAR;37;45,4;M
JORGE CRISTOBAL;37;43,2;M
JOSE ARBEY;37;44,3;M
JOSE LADISLAO;37;54;M
JOSE LISARDO;37;50,7;M
JOSE RUYMAN;37;29,8;M
JOSE TORIBIO;37;53,9;M
JOSEBA JOKIN;37;51,6;M
JOSEP MIGUEL;37;44,2;M
JOSUE ANDRES;37;21,4;M
JUAN AARON;37;20,1;M
JUAN ELEUTERIO;37;53,3;M
JUAN FLORENTINO;37;56,9;M
JUAN HUGO;37;38,9;M
JUAN LEONCIO;37;52,9;M
JUN JIE;37;10,6;M
JUNIOR JOSE;37;25,2;M
JUNKAI;37;11,6;M
KLAAS;37;59,5;M
LAURENTIU MIHAI;37;27,9;M
LEANDRO DAVID;37;23,9;M
LEVANI;37;29;M
LIVIU ADRIAN;37;30,3;M
LLUIS ENRIC;37;39,7;M
LUCAS JUAN;37;26,6;M
LUCIAN ANDREI;37;19,6;M
LUCIAN GABRIEL;37;24,4;M
LUIS ADRIANO;37;30,3;M
LUIS CRISTIAN;37;24,3;M
LUIS MELCHOR;37;45;M
MAJOR;37;40,2;M
MANUEL AQUILINO;37;52,8;M
MANUEL EMILIANO;37;50,4;M
MANUEL EZEQUIEL;37;38,1;M
MANUEL FELICIANO;37;51,6;M
MANUELE;37;33,9;M
MARC ENRIC;37;23,1;M
MARCELINO LUIS;37;61;M
MARCELO OSCAR;37;46,9;M
MARCELO VICENTE;37;43,3;M
MARCOS DOMINGO;37;41,3;M
MARCOS PAULO;37;28,3;M
MARIO ARTURO;37;42,3;M
MARIO EUGENIO;37;45,4;M
MARIO JULIO;37;46,6;M
MARIUS SEBASTIAN;37;24;M
MARK ALAN;37;44,1;M
MARLON ANTONIO;37;29,7;M
MARTIN DARIO;37;36,5;M
MATEO ANDRES;37;26;M
MAURICIO EDUARDO;37;34,7;M
MAWDO;37;41,4;M
MAXIMILIANO JAVIER;37;31,5;M
MAXIMINO MANUEL;37;53,2;M
MAXIMO DANIEL;37;30,4;M
MERCEDES;37;69,8;M
MFEDDAL;37;46,4;M
MICHAEL FREDERICK;37;69;M
MICHAEL HENRY;37;58,3;M
MIGUEL RODRIGO;37;30,7;M
MIGUEL SERAFIN;37;43,4;M
MIKEL ALEXANDER;37;14,3;M
MILES;37;31,1;M
MIRCEA ALEXANDRU;37;25,4;M
MODESTAS;37;19,4;M
MOULAYE;37;32,6;M
MUHAMAD;37;25,6;M
MUJAHID;37;34,2;M
NASRALLAH;37;10,8;M
NATHAEL;37;7,7;M
NESTOR FRANCISCO;37;38,1;M
NICOLAE CONSTANTIN;37;34,3;M
OCTAVIO MIGUEL;37;44;M
OIHER;37;16,1;M
OLIVER JOHN;37;22,8;M
OSCAR GERMAN;37;39,8;M
OULAID;37;40,2;M
PABLO GERARDO;37;43,7;M
PABLO MARIO;37;41,7;M
PATRICIO ALBERTO;37;41;M
PERE JAUME;37;40,7;M
PRUDENCIO JOSE;37;48,1;M
PUIU;37;40,7;M
QINGHUA;37;41,5;M
RAMON BENITO;37;52,4;M
RAMON BERNARDO;37;51,8;M
RAMON SEBASTIAN;37;49,5;M
RECESVINTO;37;58,5;M
REMIGI;37;57,1;M
RENE ALBERTO;37;42;M
RICHARD EDWARD;37;52,7;M
RICHARD GABRIEL;37;19;M
RIDER;37;34,5;M
ROBERT ANDRES;37;16,7;M
ROBERT IOAN;37;15,9;M
